,-9,-7,-5,-3,-1,1,3,5,7,9,date,newborn,dead,WALE,11
69,0,750,0,0,0,0,0,0,0,0,3/13/2009,6400,750,3.266666667,0
70,0,0,0,0,0,0,0,0,0,0,3/14/2009,5500,0,0,0
71,0,0,0,0,0,0,0,0,0,0,3/15/2009,6150,0,0,0
72,0,2400,0,0,0,0,0,0,0,0,3/16/2009,8450,2400,7.520833333,0
73,0,0,0,0,0,0,0,0,0,0,3/17/2009,5700,0,0,0
74,0,700,0,0,0,0,0,0,0,0,3/18/2009,6400,700,3.571428571,0
75,0,0,0,0,0,0,0,0,0,0,3/19/2009,6100,0,0,0
76,0,600,0,0,0,0,0,0,0,0,3/20/2009,6500,600,2.083333333,0
77,0,0,0,0,0,0,0,0,0,0,3/21/2009,2500,0,0,0
78,0,550,0,0,0,0,0,0,0,0,3/22/2009,6500,550,6.818181818,0
79,0,0,0,0,0,0,0,0,0,0,3/23/2009,6500,0,0,0
80,0,0,0,0,0,0,0,0,0,0,3/24/2009,5250,0,0,0
81,0,0,0,0,0,0,0,0,0,0,3/25/2009,5850,0,0,0
82,0,1400,0,0,0,0,0,0,0,0,3/26/2009,7250,1400,3.678571429,0
83,0,0,0,0,0,0,0,0,0,0,3/27/2009,5300,0,0,0
84,0,1000,0,0,0,0,0,0,0,0,3/28/2009,6950,1000,4.35,0
85,0,0,0,0,0,0,0,0,0,0,3/29/2009,5800,0,0,0
86,0,0,0,0,0,0,0,0,0,0,3/30/2009,6000,0,0,0
87,0,1600,0,0,0,0,0,0,0,0,3/31/2009,7100,1600,2.90625,0
88,0,0,0,0,0,0,0,0,0,0,4/1/2009,5700,0,0,0
89,0,0,0,0,0,0,0,0,0,0,4/2/2009,5750,0,0,0
90,0,0,0,0,0,0,0,0,0,0,4/3/2009,5800,0,0,0
91,0,0,0,0,0,0,0,0,0,0,4/4/2009,5650,0,0,0
92,0,850,0,0,0,0,0,0,0,0,4/5/2009,7350,850,3.588235294,0
93,0,0,0,0,0,0,0,0,0,0,4/6/2009,5450,0,0,0
94,0,0,0,0,0,0,0,0,0,0,4/7/2009,5000,0,0,0
95,0,0,0,0,0,0,0,0,0,0,4/8/2009,5250,0,0,0
96,0,0,0,0,0,0,0,0,0,0,4/9/2009,4950,0,0,0
97,0,0,0,0,0,0,0,0,0,0,4/10/2009,5400,0,0,0
98,0,350,0,0,0,0,0,0,0,0,4/11/2009,6350,350,2.285714286,0
99,300,650,0,0,0,0,0,0,0,0,4/12/2009,6850,950,3.736842105,0
100,0,50,0,0,0,0,0,0,0,0,4/13/2009,5800,50,1,0
101,0,0,0,0,0,0,0,0,0,0,4/14/2009,6200,0,0,0
